match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,Match_Id,batting_avg,batting_sr,runs % by boundary,avg_balls_faced,majorityPosition,total_bat_innings,total_runs
South Africa Vs Nepal,South Africa,8,Kagiso Rabada,0,1,0,0,0.0,out,T20I # 2681,4.5,128.57,88.89,2.0,9,3,9
South Africa Vs Nepal,Nepal,1,Kushal Bhurtel,13,21,1,1,61.9,out,T20I # 2681,8.0,61.54,75.0,13.0,1,3,24
South Africa Vs Nepal,Nepal,2,Aasif Sheikh,42,49,4,1,85.71,out,T20I # 2681,21.0,88.73,66.67,24.0,2,3,63
South Africa Vs Nepal,Nepal,3,Rohit Paudel,0,2,0,0,0.0,out,T20I # 2681,12.0,80.0,55.56,15.0,4,3,36
South Africa Vs Nepal,Nepal,4,Anil Sah,27,24,3,1,112.5,out,T20I # 2681,12.67,100.0,68.42,13.0,3,3,38
South Africa Vs Nepal,Nepal,5,Dipendra Singh Airee,6,11,0,0,54.54,out,T20I # 2681,10.67,66.67,43.75,16.0,7,3,32
South Africa Vs Nepal,Nepal,6,Kushal Malla,1,3,0,0,33.33,out,T20I # 2681,12.33,71.15,37.84,17.0,6,3,37
South Africa Vs Nepal,Nepal,7,Gulsan Jha,6,6,1,0,100.0,out,T20I # 2681,6.67,80.0,50.0,8.0,8,3,20
South Africa Vs Nepal,Nepal,8,Sompal Kami,8,4,0,1,200.0,not out,T20I # 2681,4.0,72.73,75.0,4.0,9,3,8
Papua New Guinea Vs Afghanistan,Papua New Guinea,1,Tony Ura,11,18,1,0,61.11,out,T20I # 2679,4.0,51.61,25.0,8.0,1,4,16
Papua New Guinea Vs Afghanistan,Papua New Guinea,2,Assad Vala,3,2,0,0,150.0,out,T20I # 2679,7.5,71.43,60.0,10.0,2,4,30
Papua New Guinea Vs Afghanistan,Papua New Guinea,3,Lega Siaka,0,1,0,0,0.0,out,T20I # 2679,4.33,65.0,30.77,7.0,3,3,13
Papua New Guinea Vs Afghanistan,Papua New Guinea,4,Sese Bau,0,1,0,0,0.0,out,T20I # 2679,16.75,83.75,56.72,20.0,4,4,67
Papua New Guinea Vs Afghanistan,Papua New Guinea,5,Hiri Hiri,1,3,0,0,33.33,out,T20I # 2679,6.25,64.1,48.0,10.0,5,4,25
Papua New Guinea Vs Afghanistan,Papua New Guinea,6,Chad Soper,9,26,0,0,34.61,out,T20I # 2679,6.0,46.15,16.67,13.0,6,4,24
Papua New Guinea Vs Afghanistan,Papua New Guinea,7,Kiplin Doriga,27,32,2,0,84.37,out,T20I # 2679,23.67,92.21,42.25,19.0,7,4,71
Papua New Guinea Vs Afghanistan,Papua New Guinea,8,Norman Vanua,0,7,0,0,0.0,out,T20I # 2679,6.33,63.33,52.63,10.0,8,3,19
Papua New Guinea Vs Afghanistan,Papua New Guinea,9,Alei Nao,13,19,2,0,68.42,out,T20I # 2679,5.25,65.62,38.1,8.0,9,4,21
Papua New Guinea Vs Afghanistan,Papua New Guinea,10,John Kariko,4,7,1,0,57.14,not out,T20I # 2679,4.0,44.44,100.0,4.0,10,2,4
Papua New Guinea Vs Afghanistan,Papua New Guinea,11,Semo Kamea,2,3,0,0,66.66,out,T20I # 2679,3.0,75.0,0.0,2.0,11,2,3
Papua New Guinea Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,11,7,1,1,157.14,out,T20I # 2679,35.12,124.34,59.79,28.0,1,8,281
Papua New Guinea Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,0,7,0,0,0.0,out,T20I # 2679,28.88,107.44,53.68,27.0,2,8,231
Papua New Guinea Vs Afghanistan,Afghanistan,3,Gulbadin Naib,49,36,4,2,136.11,not out,T20I # 2679,12.86,104.65,60.0,11.0,3,8,90
Papua New Guinea Vs Afghanistan,Afghanistan,4,Azmatullah Omarzai,13,18,1,0,72.22,out,T20I # 2679,13.88,108.82,46.85,13.0,4,8,111
Papua New Guinea Vs Afghanistan,Afghanistan,5,Mohammad Nabi,16,23,1,0,69.56,not out,T20I # 2679,11.2,80.0,32.14,9.0,5,8,56
Oman Vs England,Oman,1,Pratik Athavale,5,3,1,0,166.66,out,T20I # 2678,19.67,134.09,61.02,15.0,1,3,59
Oman Vs England,Oman,2,Kashyap Prajapati,9,16,0,1,56.25,out,T20I # 2678,5.33,48.48,62.5,11.0,1,3,16
Oman Vs England,Oman,3,Aqib Ilyas,8,10,1,0,80.0,out,T20I # 2678,10.5,120.0,76.19,9.0,3,4,42
Oman Vs England,Oman,4,Zeeshan Maqsood,1,5,0,0,20.0,out,T20I # 2678,6.75,75.0,59.26,9.0,4,4,27
Oman Vs England,Oman,5,Khalid Kail,1,3,0,0,33.33,out,T20I # 2678,12.0,78.69,29.17,15.0,5,4,48
Oman Vs England,Oman,6,Ayaan Khan,1,5,0,0,20.0,out,T20I # 2678,31.0,97.89,45.16,24.0,6,4,93
Oman Vs England,Oman,7,Shoaib Khan,11,23,1,0,47.82,out,T20I # 2678,5.5,40.74,36.36,14.0,7,2,11
Oman Vs England,Oman,8,Mehran Khan,0,2,0,0,0.0,out,T20I # 2678,11.75,130.56,59.57,9.0,8,4,47
Oman Vs England,Oman,9,Fayyaz Butt,2,7,0,0,28.57,out,T20I # 2678,2.0,28.57,0.0,7.0,9,1,2
Oman Vs England,Oman,10,Kaleemullah,5,5,1,0,100.0,out,T20I # 2678,6.5,108.33,30.77,4.0,10,3,13
Oman Vs England,Oman,11,Bilal Khan,0,1,0,0,0.0,not out,T20I # 2678,2.0,50.0,0.0,1.0,11,3,2
Oman Vs England,England,1,Phil Salt,12,3,0,2,400.0,out,T20I # 2678,37.6,159.32,65.96,17.0,1,7,188
Oman Vs England,England,2,Jos Buttler,24,8,4,1,300.0,not out,T20I # 2678,42.8,158.52,69.16,19.0,2,7,214
Oman Vs England,England,3,Will Jacks,5,7,1,0,71.42,out,T20I # 2678,7.5,88.24,53.33,8.0,3,2,15
Oman Vs England,England,4,Jonny Bairstow,8,2,2,0,400.0,not out,T20I # 2678,27.5,134.15,61.82,14.0,4,6,110
Bangladesh Vs Netherlands,Bangladesh,1,Tanzid Hasan,35,26,5,1,134.61,out,T20I # 2677,10.86,96.2,65.79,11.0,1,7,76
Bangladesh Vs Netherlands,Bangladesh,2,Najmul Hossain Shanto,1,3,0,0,33.33,out,T20I # 2677,16.0,95.73,51.79,17.0,3,7,112
Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,1,2,0,0,50.0,out,T20I # 2677,23.17,93.29,47.48,21.0,3,7,139
Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan,64,46,9,0,139.13,not out,T20I # 2677,18.5,106.73,48.65,15.0,4,7,111
Bangladesh Vs Netherlands,Bangladesh,5,Towhid Hridoy,9,15,0,0,60.0,out,T20I # 2677,21.86,128.57,54.9,17.0,5,7,153
Bangladesh Vs Netherlands,Bangladesh,6,Mahmudullah,25,21,2,2,119.04,out,T20I # 2677,15.83,94.06,52.63,14.0,6,7,95
Bangladesh Vs Netherlands,Bangladesh,7,Jaker Ali,14,7,3,0,200.0,not out,T20I # 2677,11.67,76.09,34.29,12.0,7,4,35
Bangladesh Vs Netherlands,Netherlands,1,Michael Levitt,18,16,2,1,112.5,out,T20I # 2677,12.5,111.11,80.0,11.0,1,4,50
Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,12,16,3,0,75.0,out,T20I # 2677,26.33,101.28,50.63,20.0,2,4,79
Bangladesh Vs Netherlands,Netherlands,3,Vikramjit Singh,26,16,0,3,162.5,out,T20I # 2677,16.75,94.37,56.72,18.0,3,4,67
Bangladesh Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,33,22,3,1,150.0,out,T20I # 2677,24.5,106.52,42.86,23.0,4,4,98
Bangladesh Vs Netherlands,Netherlands,5,Scott Edwards,25,23,3,0,108.69,out,T20I # 2677,17.75,110.94,45.07,16.0,5,4,71
Bangladesh Vs Netherlands,Netherlands,6,Bas de Leede,0,2,0,0,0.0,out,T20I # 2677,6.67,60.61,20.0,8.0,6,4,20
Bangladesh Vs Netherlands,Netherlands,7,Logan van Beek,2,3,0,0,66.66,out,T20I # 2677,8.33,96.15,48.0,9.0,7,3,25
Bangladesh Vs Netherlands,Netherlands,8,Tim Pringle,1,10,0,0,10.0,out,T20I # 2677,1.0,18.75,0.0,5.0,8,3,3
Bangladesh Vs Netherlands,Netherlands,9,Aryan Dutt,15,12,1,1,125.0,not out,T20I # 2677,25.0,125.0,56.0,10.0,9,2,25
West Indies Vs New Zealand,West Indies,1,Brandon King,9,12,0,1,75.0,out,T20I # 2672,21.5,126.47,74.42,14.0,1,5,86
West Indies Vs New Zealand,West Indies,2,Johnson Charles,0,5,0,0,0.0,out,T20I # 2672,23.33,113.82,64.29,20.0,2,6,140
West Indies Vs New Zealand,West Indies,3,Nicholas Pooran,17,12,3,0,141.66,out,T20I # 2672,38.0,146.15,71.05,22.0,3,7,228
West Indies Vs New Zealand,West Indies,4,Roston Chase,0,3,0,0,0.0,out,T20I # 2672,47.0,130.56,55.32,24.0,4,3,94
West Indies Vs New Zealand,West Indies,5,Rovman Powell,1,5,0,0,20.0,out,T20I # 2672,17.0,143.66,62.75,12.0,5,6,102
West Indies Vs New Zealand,West Indies,6,Sherfane Rutherford,68,39,2,6,174.35,not out,T20I # 2672,40.33,147.56,61.16,14.0,6,6,121
West Indies Vs New Zealand,West Indies,7,Akeal Hosein,15,17,0,1,88.23,out,T20I # 2672,10.5,75.0,47.62,14.0,8,2,21
West Indies Vs New Zealand,West Indies,8,Andre Russell,14,7,2,1,200.0,out,T20I # 2672,26.0,165.96,71.79,8.0,6,6,78
West Indies Vs New Zealand,West Indies,9,Romario Shepherd,13,13,0,1,100.0,out,T20I # 2672,23.0,92.0,43.48,8.0,7,3,23
West Indies Vs New Zealand,West Indies,10,Alzarri Joseph,6,6,1,0,100.0,out,T20I # 2672,17.0,130.77,58.82,6.0,9,2,17
West Indies Vs New Zealand,West Indies,11,Gudakesh Motie,0,1,0,0,0.0,not out,T20I # 2672,4.0,50.0,100.0,4.0,10,2,4
West Indies Vs New Zealand,New Zealand,1,Devon Conway,5,8,0,0,62.5,out,T20I # 2672,23.33,107.69,65.71,16.0,2,4,70
West Indies Vs New Zealand,New Zealand,2,Finn Allen,26,23,3,1,113.04,out,T20I # 2672,8.75,81.4,62.86,11.0,1,4,35
West Indies Vs New Zealand,New Zealand,3,Rachin Ravindra,10,13,0,0,76.92,out,T20I # 2672,8.5,68.0,0.0,8.0,3,3,17
West Indies Vs New Zealand,New Zealand,4,Kane Williamson,1,2,0,0,50.0,out,T20I # 2672,14.0,87.5,42.86,11.0,4,3,28
West Indies Vs New Zealand,New Zealand,5,Daryl Mitchell,12,13,1,0,92.3,out,T20I # 2672,18.0,120.0,55.56,10.0,5,3,36
West Indies Vs New Zealand,New Zealand,6,Glenn Phillips,40,33,3,2,121.21,out,T20I # 2672,29.0,113.73,55.17,26.0,5,2,58
West Indies Vs New Zealand,New Zealand,7,James Neesham,10,11,0,1,90.9,out,T20I # 2672,10.0,90.91,60.0,11.0,7,1,10
West Indies Vs New Zealand,New Zealand,8,Mitchell Santner,21,12,0,3,175.0,not out,T20I # 2672,25.0,125.0,72.0,10.0,8,2,25
West Indies Vs New Zealand,New Zealand,9,Tim Southee,0,1,0,0,0.0,out,T20I # 2672,0.0,0.0,0.0,1.0,9,1,0
West Indies Vs New Zealand,New Zealand,10,Trent Boult,7,4,0,1,175.0,out,T20I # 2672,10.0,90.91,60.0,6.0,10,2,10
West Indies Vs New Zealand,New Zealand,11,Lockie Ferguson,0,0,0,0,,not out,T20I # 2672,2.0,40.0,0.0,2.0,11,2,2
United States of America Vs India,United States of America,1,Shayan Jahangir,0,1,0,0,0.0,out,T20I # 2671,1.5,30.0,0.0,5.0,1,2,3
United States of America Vs India,United States of America,2,Steven Taylor,24,30,0,2,80.0,out,T20I # 2671,12.33,90.24,62.16,14.0,1,6,74
United States of America Vs India,United States of America,3,Andries Gous,2,5,0,0,40.0,out,T20I # 2671,43.8,151.03,66.67,24.0,2,6,219
United States of America Vs India,United States of America,4,Aaron Jones,11,22,0,1,50.0,out,T20I # 2671,40.5,135.0,71.6,20.0,4,6,162
United States of America Vs India,United States of America,5,Nitish Kumar,27,23,2,1,117.39,out,T20I # 2671,24.75,115.12,48.48,17.0,3,5,99
United States of America Vs India,United States of America,6,Corey Anderson,15,12,1,1,125.0,out,T20I # 2671,16.5,91.67,33.33,14.0,5,5,66
United States of America Vs India,United States of America,7,Harmeet Singh,10,10,0,1,100.0,out,T20I # 2671,17.25,138.0,66.67,12.0,7,4,69
United States of America Vs India,United States of America,8,Shadley van Schalkwyk,11,10,1,0,110.0,not out,T20I # 2671,29.0,107.41,55.17,9.0,8,3,29
United States of America Vs India,United States of America,9,Jasdeep Singh,2,7,0,0,28.57,out,T20I # 2671,4.0,30.77,0.0,6.0,8,2,4
United States of America Vs India,India,1,Rohit Sharma,3,6,0,0,50.0,out,T20I # 2671,36.71,156.71,72.37,20.0,1,8,257
United States of America Vs India,India,2,Virat Kohli,0,1,0,0,0.0,out,T20I # 2671,18.88,112.69,49.01,17.0,2,8,151
United States of America Vs India,India,3,Rishabh Pant,18,20,1,1,90.0,out,T20I # 2671,24.43,127.61,65.5,17.0,3,8,171
United States of America Vs India,India,4,Suryakumar Yadav,50,49,2,2,102.04,not out,T20I # 2671,28.43,135.37,60.3,18.0,4,8,199
United States of America Vs India,India,5,Shivam Dube,31,35,1,1,88.57,not out,T20I # 2671,22.17,114.66,49.62,14.0,5,8,133
Namibia Vs Australia,Namibia,1,Michael van Lingen,10,10,2,0,100.0,out,T20I # 2666,14.33,104.88,69.77,14.0,1,3,43
Namibia Vs Australia,Namibia,2,Nikolaas Davin,2,7,0,0,28.57,out,T20I # 2666,16.0,96.97,62.5,16.0,2,4,64
Namibia Vs Australia,Namibia,3,Jan Frylinck,1,6,0,0,16.66,out,T20I # 2666,19.33,85.29,55.17,23.0,3,3,58
Namibia Vs Australia,Namibia,4,Gerhard Erasmus,36,43,4,1,83.72,out,T20I # 2666,34.0,109.68,56.86,23.0,4,4,102
Namibia Vs Australia,Namibia,5,JJ Smit,3,9,0,0,33.33,out,T20I # 2666,7.33,73.33,45.45,8.0,5,4,22
Namibia Vs Australia,Namibia,6,Zane Green,1,4,0,0,25.0,out,T20I # 2666,9.67,87.88,34.48,11.0,6,3,29
Namibia Vs Australia,Namibia,7,David Wiese,1,7,0,0,14.28,out,T20I # 2666,17.0,127.5,62.75,10.0,7,4,51
Namibia Vs Australia,Namibia,8,Ruben Trumpelmann,7,7,0,1,100.0,out,T20I # 2666,4.0,88.89,75.0,4.0,8,2,8
Namibia Vs Australia,Namibia,9,Bernard Scholtz,0,2,0,0,0.0,out,T20I # 2666,6.0,100.0,0.0,3.0,10,2,6
Namibia Vs Australia,Namibia,10,Jack Brassell,2,3,0,0,66.66,not out,T20I # 2666,2.0,66.67,0.0,3.0,10,1,2
Namibia Vs Australia,Namibia,11,Ben Shikongo,0,4,0,0,0.0,out,T20I # 2666,0.0,0.0,0.0,4.0,11,1,0
Namibia Vs Australia,Australia,1,David Warner,20,8,3,1,250.0,out,T20I # 2666,29.67,139.06,68.54,18.0,1,7,178
Namibia Vs Australia,Australia,2,Travis Head,34,17,5,2,200.0,not out,T20I # 2666,42.5,158.39,76.08,23.0,2,7,255
Namibia Vs Australia,Australia,3,Mitchell Marsh,18,9,3,1,200.0,not out,T20I # 2666,20.83,116.82,65.6,15.0,3,7,125
Canada Vs Pakistan,Canada,1,Aaron Johnson,52,44,4,4,118.18,out,T20I # 2665,29.67,121.92,80.9,24.0,1,3,89
Canada Vs Pakistan,Canada,2,Navneet Dhaliwal,4,7,1,0,57.14,out,T20I # 2665,23.67,116.39,70.42,20.0,2,3,71
Canada Vs Pakistan,Canada,3,Pargat Singh,2,6,0,0,33.33,out,T20I # 2665,8.33,92.59,32.0,9.0,3,3,25
Canada Vs Pakistan,Canada,4,Nicholas Kirton,1,6,0,0,16.66,out,T20I # 2665,33.67,140.28,47.52,24.0,4,3,101
Canada Vs Pakistan,Canada,5,Shreyas Movva,2,9,0,0,22.22,out,T20I # 2665,35.5,116.39,45.07,20.0,5,3,71
Canada Vs Pakistan,Canada,6,Ravinderpal Singh,0,2,0,0,0.0,out,T20I # 2665,0.0,0.0,0.0,2.0,6,1,0
Canada Vs Pakistan,Canada,7,Saad Bin Zafar,10,21,1,0,47.61,out,T20I # 2665,11.0,50.0,36.36,11.0,7,2,11
Canada Vs Pakistan,Canada,8,Kaleem Sana,13,14,0,1,92.85,not out,T20I # 2665,13.0,92.86,46.15,14.0,8,1,13
Canada Vs Pakistan,Canada,9,Dilon Heyliger,9,11,1,0,81.81,not out,T20I # 2665,10.0,71.43,40.0,5.0,7,3,10
Canada Vs Pakistan,Pakistan,1,Mohammad Rizwan,53,53,2,1,100.0,not out,T20I # 2665,36.67,90.91,34.55,30.0,1,4,110
Canada Vs Pakistan,Pakistan,2,Saim Ayub,6,12,0,0,50.0,out,T20I # 2665,11.5,79.31,60.87,14.0,2,2,23
Canada Vs Pakistan,Pakistan,3,Babar Azam,33,33,1,1,100.0,out,T20I # 2665,40.67,101.67,40.98,30.0,2,4,122
Canada Vs Pakistan,Pakistan,4,Fakhar Zaman,4,6,0,0,66.66,out,T20I # 2665,8.25,110.0,48.48,8.0,4,4,33
Canada Vs Pakistan,Pakistan,5,Usman Khan,2,1,0,0,200.0,not out,T20I # 2665,6.67,90.91,20.0,6.0,5,4,20
South Africa Vs Bangladesh,South Africa,1,Quinton de Kock,18,11,1,2,163.63,out,T20I # 2664,27.0,140.46,66.67,19.0,1,9,243
South Africa Vs Bangladesh,South Africa,2,Reeza Hendricks,0,1,0,0,0.0,out,T20I # 2664,14.12,87.6,54.87,14.0,2,9,113
South Africa Vs Bangladesh,South Africa,3,Aiden Markram,4,8,1,0,50.0,out,T20I # 2664,15.38,100.82,55.28,14.0,3,9,123
